id_lead,fecha_contacto   ,canal_origen,estado_lead,tiempo_respuesta,num_interacciones,especialidad,precio,dias_consulta,precio_final
2049,20.05.2025 09:56:56,WhatsApp,Cita agendada,14,29,Psicoeducacion,30,5,150
2050,19.05.2025 19:43:12,WhatsApp,Informacion,92,19,Psicologia clinica,35,2,70
2051,19.05.2025 12:01:37,WhatsApp,Cita agendada,39,27,Psicoeducacion,30,1,30
2052,19.05.2025 18:26:42,WhatsApp,Cita agendada,27,12,Psicologia clinica,35,2,70
2053,19.05.2025 17:32:10,WhatsApp,Cita agendada,63,19,Neuropsicologia,60,4,240
2054,19.05.2025 17:09:46,WhatsApp,Cita agendada,21,22,Psicologia clinica,35,5,175
2055,19.05.2025 16:42:51,WhatsApp,Cita agendada,52,21,Psicoeducacion,30,1,30
2056,19.05.2025 16:38:47,Web,Informacion,57,29,Psicologia clinica,35,4,140
2057,19.05.2025 14:34:05,WhatsApp,Cita agendada,64,27,Neuropsicologia,60,4,240
2058,19.05.2025 13:46:00,Facebook,Informacion,10,17,Psicoeducacion,30,4,120
2059,19.05.2025 13:36:31,WhatsApp,Cita agendada,40,25,Neuropsicologia,60,1,60
2060,19.05.2025 12:36:52,WhatsApp,Cita agendada,43,16,Psicoeducacion,30,1,30
2061,19.05.2025 12:24:23,Facebook,Informacion,81,12,Psicoeducacion,30,1,30
2062,19.05.2025 11:14:25,WhatsApp,Cita agendada,12,7,Psicoeducacion,30,3,90
2063,19.05.2025 09:43:40,Web,Informacion,96,15,Neuropsicologia,60,2,120
2064,19.05.2025 08:47:53,WhatsApp,Informacion,94,8,Psicoeducacion,30,2,60
2065,19.05.2025 07:33:00,WhatsApp,Cita agendada,64,7,Neuropsicologia,60,1,60
2066,18.05.2025 22:21:31,WhatsApp,Cita agendada,25,4,Psicoeducacion,30,2,60
2067,18.05.2025 22:21:02,WhatsApp,Cita agendada,90,18,Neuropsicologia,60,5,300
2068,18.05.2025 19:53:24,WhatsApp,Cita agendada,78,13,Psicoeducacion,30,5,150
2069,17.05.2025 20:40:00,WhatsApp,Cita agendada,21,26,Psicoeducacion,30,4,120
2070,17.05.2025 20:36:48,Facebook,Informacion,61,3,Psicoeducacion,30,3,90
2071,17.05.2025 20:15:59,Web,Informacion,81,2,Psicoeducacion,30,2,60
2072,17.05.2025 19:33:48,WhatsApp,Cita agendada,43,16,Psicoeducacion,30,1,30
2073,17.05.2025 19:01:05,Web,Informacion,54,15,Psicoeducacion,30,4,120
2074,17.05.2025 17:23:33,WhatsApp,Cita agendada,22,17,Psicoeducacion,30,2,60
2075,17.05.2025 15:07:30,WhatsApp,Cita agendada,41,5,Psicologia clinica,35,1,35
2076,17.05.2025 14:45:57,WhatsApp,Informacion,83,1,Neuropsicologia,60,5,300
2077,17.05.2025 12:13:20,WhatsApp,Cita agendada,64,30,Psicoeducacion,30,1,30
2078,17.05.2025 11:08:56,Web,Informacion,66,2,Psicoeducacion,30,5,150
2079,17.05.2025 10:51:54,WhatsApp,Cita agendada,10,28,Psicologia clinica,35,2,70
2080,17.05.2025 10:34:43,Facebook,Informacion,28,4,Psicoeducacion,30,2,60
2081,17.05.2025 07:46:08,WhatsApp,Cita agendada,39,21,Psicoeducacion,30,1,30
2082,16.05.2025 21:33:13,WhatsApp,Cita agendada,84,6,Psicoeducacion,30,3,90
2083,16.05.2025 18:29:34,WhatsApp,Cita agendada,8,25,Neuropsicologia,60,3,180
2084,16.05.2025 18:23:49,WhatsApp,Cita agendada,57,14,Psicoeducacion,30,3,90
2085,16.05.2025 17:51:36,Facebook,Informacion,51,15,Neuropsicologia,60,3,180
2086,16.05.2025 17:38:32,WhatsApp,Cita agendada,27,12,Psicoeducacion,30,3,90
2087,16.05.2025 16:38:52,WhatsApp,Informacion,69,23,Psicopedagogia,80,2,160
2088,16.05.2025 16:28:42,Web,Informacion,81,15,Psicoeducacion,30,5,150
2089,16.05.2025 15:24:53,WhatsApp,Informacion,18,1,Psicoeducacion,30,2,60
2090,15.05.2025 20:59:18,WhatsApp,Cita agendada,65,5,Psicoeducacion,30,1,30
2091,15.05.2025 18:26:40,WhatsApp,Cita agendada,30,19,Neuropsicologia,60,3,180
2092,15.05.2025 17:33:05,WhatsApp,Cita agendada,66,15,Psicologia clinica,35,5,175
2093,15.05.2025 16:34:45,Facebook,Informacion,90,16,Psicologia clinica,35,5,175
2094,15.05.2025 14:32:39,WhatsApp,Cita agendada,76,20,Psicoeducacion,30,3,90
2095,15.05.2025 13:46:28,WhatsApp,Cita agendada,23,5,Psicoeducacion,30,1,30
2096,15.05.2025 12:54:32,WhatsApp,Cita agendada,11,10,Psicoeducacion,30,3,90
2097,15.05.2025 12:27:14,WhatsApp,Cita agendada,7,11,Psicoeducacion,30,1,30
2098,15.05.2025 11:59:37,WhatsApp,Informacion,57,1,Psicologia clinica,35,1,35
2099,15.05.2025 11:17:21,WhatsApp,Cita agendada,88,4,Psicoeducacion,30,2,60
2100,15.05.2025 10:04:22,WhatsApp,Cita agendada,66,19,Psicologia clinica,35,4,140
2101,15.05.2025 09:47:49,WhatsApp,Cita agendada,50,18,Psicoeducacion,30,4,120
2102,15.05.2025 08:23:52,WhatsApp,Cita agendada,67,28,Psicoeducacion,30,5,150
2103,15.05.2025 08:23:29,WhatsApp,Cita agendada,66,4,Psicoeducacion,30,2,60
2104,14.05.2025 16:24:03,WhatsApp,Cita agendada,49,12,Psicoeducacion,30,1,30
2105,14.05.2025 18:43:30,WhatsApp,Cita agendada,85,3,Psicoeducacion,30,1,30
2106,14.05.2025 18:15:54,WhatsApp,Cita agendada,31,12,Psicologia clinica,35,1,35
2107,14.05.2025 17:51:27,WhatsApp,Cita agendada,29,12,Psicologia clinica,35,1,35
2108,14.05.2025 17:38:42,WhatsApp,Informacion,92,16,Neuropsicologia,60,1,60
2109,14.05.2025 16:28:54,WhatsApp,Informacion,90,1,Psicoeducacion,30,1,30
2110,14.05.2025 15:49:25,WhatsApp,Informacion,97,14,Psicoeducacion,30,2,60
2111,14.05.2025 15:29:56,WhatsApp,Informacion,100,16,Psicoeducacion,30,3,90
2112,14.05.2025 13:54:43,WhatsApp,Cita agendada,72,8,Neuropsicologia,60,4,240
2113,14.05.2025 13:03:04,WhatsApp,Cita agendada,23,18,Psicoeducacion,30,5,150
2114,14.05.2025 11:54:52,WhatsApp,Cita agendada,22,14,Psicoeducacion,30,5,150
2115,14.05.2025 11:19:03,Facebook,Informacion,20,9,Psicoeducacion,30,2,60
2116,14.05.2025 10:54:03,WhatsApp,Cita agendada,83,12,Neuropsicologia,60,1,60
2117,14.05.2025 10:00:45,WhatsApp,Cita agendada,25,17,Psicoeducacion,30,4,120
2118,14.05.2025 09:29:22,WhatsApp,Cita agendada,42,28,Psicoeducacion,30,5,150
2119,13.05.2025 22:37:42,WhatsApp,Cita agendada,26,3,Psicologia clinica,35,4,140
2120,13.05.2025 20:47:10,WhatsApp,Informacion,67,10,Psicopedagogia,80,5,400
2121,13.05.2025 20:30:49,WhatsApp,Informacion,88,27,Psicopedagogia,80,3,240
2122,13.05.2025 20:05:26,WhatsApp,Cita agendada,14,7,Psicoeducacion,30,2,60
2123,13.05.2025 16:44:52,WhatsApp,Cita agendada,38,17,Psicologia clinica,35,4,140
2124,13.05.2025 16:30:32,WhatsApp,Cita agendada,18,10,Psicoeducacion,30,5,150
2125,13.05.2025 16:01:26,WhatsApp,Informacion,92,29,Psicoeducacion,30,4,120
2126,13.05.2025 15:51:17,WhatsApp,Cita agendada,14,24,Psicologia clinica,35,4,140
2127,13.05.2025 15:48:26,WhatsApp,Cita agendada,75,4,Neuropsicologia,60,4,240
2128,13.05.2025 13:12:33,WhatsApp,Cita agendada,72,12,Psicoeducacion,30,5,150
2129,13.05.2025 10:02:34,Facebook,Informacion,36,12,Psicologia clinica,35,2,70
2130,13.05.2025 07:18:44,Web,Informacion,15,25,Psicoeducacion,30,4,120
2131,13.05.2025 07:00:57,WhatsApp,Cita agendada,33,19,Neuropsicologia,60,1,60
2132,12.05.2025 21:02:24,WhatsApp,Cita agendada,63,14,Psicoeducacion,30,5,150
2133,12.05.2025 20:21:24,WhatsApp,Cita agendada,90,24,Psicoeducacion,30,5,150
2134,12.05.2025 19:43:27,WhatsApp,Informacion,8,14,Psicopedagogia,80,5,400
2135,12.05.2025 19:43:03,WhatsApp,Cita agendada,53,17,Psicoeducacion,30,4,120
2136,12.05.2025 19:41:56,WhatsApp,Cita agendada,65,13,Psicoeducacion,30,4,120
2137,12.05.2025 17:44:39,WhatsApp,Informacion,97,20,Psicoeducacion,30,4,120
2138,12.05.2025 17:39:08,WhatsApp,Cita agendada,17,14,Psicoeducacion,30,3,90
2139,12.05.2025 16:53:26,WhatsApp,Cita agendada,76,4,Psicoeducacion,30,5,150
2140,12.05.2025 16:44:23,WhatsApp,Cita agendada,49,26,Neuropsicologia,60,3,180
2141,12.05.2025 13:50:10,Facebook,Informacion,54,17,Psicologia clinica,35,5,175
2142,12.05.2025 13:05:25,Web,Informacion,95,15,Psicoeducacion,30,1,30
2143,12.05.2025 13:01:33,WhatsApp,Informacion,21,1,Psicopedagogia,80,3,240
2144,12.05.2025 10:28:45,WhatsApp,Cita agendada,28,6,Psicoeducacion,30,5,150
2145,12.05.2025 10:21:24,WhatsApp,Cita agendada,20,27,Neuropsicologia,60,3,180
2146,12.05.2025 09:21:45,WhatsApp,Informacion,95,12,Psicoeducacion,30,5,150
2147,12.05.2025 09:03:49,Facebook,Informacion,87,20,Neuropsicologia,60,2,120
2148,12.05.2025 08:07:27,WhatsApp,Cita agendada,53,16,Psicologia clinica,35,1,35
2149,11.05.2025 12:05:25,WhatsApp,Cita agendada,38,7,Psicologia clinica,35,1,35
2150,10.05.2025 19:30:40,WhatsApp,Informacion,97,13,Neuropsicologia,60,1,60
2151,10.05.2025 18:29:09,WhatsApp,Cita agendada,65,20,Psicoeducacion,30,3,90
2152,10.05.2025 17:56:35,Facebook,Informacion,9,3,Psicologia clinica,35,1,35
2153,10.05.2025 13:46:09,WhatsApp,Informacion,17,28,Psicopedagogia,80,3,240
2154,10.05.2025 12:54:37,WhatsApp,Cita agendada,9,17,Psicologia clinica,35,5,175
2155,10.05.2025 12:32:05,WhatsApp,Cita agendada,9,17,Psicoeducacion,30,1,30
2156,10.05.2025 11:10:25,Web,Informacion,25,16,Neuropsicologia,60,1,60
2157,10.05.2025 10:06:40,WhatsApp,Cita agendada,64,14,Neuropsicologia,60,4,240
2158,10.05.2025 09:30:42,WhatsApp,Cita agendada,28,11,Psicologia clinica,35,2,70
2159,10.05.2025 07:35:54,WhatsApp,Cita agendada,18,22,Psicologia clinica,35,5,175
2160,10.05.2025 06:53:19,WhatsApp,Cita agendada,81,18,Psicoeducacion,30,3,90
2161,09.05.2025 22:53:43,Web,Informacion,58,27,Psicoeducacion,30,5,150
2162,09.05.2025 21:11:33,Web,Informacion,43,20,Psicoeducacion,30,5,150
2163,09.05.2025 19:57:43,Facebook,Informacion,80,4,Psicoeducacion,30,1,30
2164,09.05.2025 18:36:56,WhatsApp,Informacion,95,22,Psicoeducacion,30,3,90
2165,09.05.2025 17:49:43,Web,Informacion,76,8,Psicoeducacion,30,5,150
2166,09.05.2025 17:46:30,WhatsApp,Cita agendada,24,3,Psicoeducacion,30,5,150
2167,09.05.2025 17:27:42,WhatsApp,Informacion,27,2,Psicologia clinica,35,3,105
2168,09.05.2025 14:46:05,WhatsApp,Informacion,94,17,Neuropsicologia,60,2,120
2169,09.05.2025 13:05:51,Web,Informacion,84,17,Psicopedagogia,80,4,320
2170,09.05.2025 12:40:32,WhatsApp,Cita agendada,75,4,Neuropsicologia,60,5,300
2171,09.05.2025 11:19:58,WhatsApp,Cita agendada,32,3,Neuropsicologia,60,3,180
2172,09.05.2025 11:15:57,WhatsApp,Cita agendada,45,22,Psicoeducacion,30,4,120
2173,09.05.2025 11:14:22,WhatsApp,Cita agendada,77,30,Psicoeducacion,30,5,150
2174,09.05.2025 09:16:02,WhatsApp,Cita agendada,36,13,Neuropsicologia,60,2,120
2175,08.05.2025 20:17:30,WhatsApp,Informacion,96,1,Neuropsicologia,60,4,240
2176,08.05.2025 19:52:23,WhatsApp,Cita agendada,77,25,Neuropsicologia,60,2,120
2177,08.05.2025 14:33:14,WhatsApp,Cita agendada,36,21,Psicoeducacion,30,1,30
2178,08.05.2025 14:21:24,WhatsApp,Cita agendada,85,4,Psicoeducacion,30,2,60
2179,08.05.2025 12:54:08,WhatsApp,Cita agendada,18,9,Psicoeducacion,30,4,120
2180,08.05.2025 12:45:57,WhatsApp,Informacion,75,2,Psicoeducacion,30,3,90
2181,08.05.2025 12:38:43,WhatsApp,Cita agendada,76,14,Psicoeducacion,30,5,150
2182,08.05.2025 12:30:08,Web,Informacion,72,23,Psicoeducacion,30,2,60
2183,08.05.2025 11:03:34,WhatsApp,Cita agendada,33,3,Psicologia clinica,35,5,175
2184,08.05.2025 10:47:16,Facebook,Informacion,56,10,Psicoeducacion,30,5,150
2185,08.05.2025 10:38:00,WhatsApp,Cita agendada,61,10,Psicoeducacion,30,1,30
2186,08.05.2025 10:05:34,WhatsApp,Cita agendada,38,28,Psicoeducacion,30,1,30
2187,08.05.2025 09:49:07,Instagram,Informacion,6,25,Psicoeducacion,30,1,30
2188,08.05.2025 08:15:02,WhatsApp,Cita agendada,59,19,Psicoeducacion,30,2,60
2189,07.05.2025 20:27:28,WhatsApp,Cita agendada,15,7,Psicoeducacion,30,4,120
2190,07.05.2025 18:42:29,WhatsApp,Cita agendada,77,16,Psicologia clinica,35,5,175
2191,07.05.2025 16:48:13,Web,Informacion,12,2,Psicopedagogia,80,5,400
2192,07.05.2025 15:58:56,Web,Informacion,49,4,Psicoeducacion,30,1,30
2193,07.05.2025 15:06:44,WhatsApp,Cita agendada,7,16,Psicoeducacion,30,5,150
2194,07.05.2025 14:57:29,WhatsApp,Cita agendada,62,18,Neuropsicologia,60,2,120
2195,07.05.2025 14:22:41,WhatsApp,Cita agendada,16,6,Psicoeducacion,30,2,60
2196,07.05.2025 13:00:01,WhatsApp,Informacion,52,1,Neuropsicologia,60,3,180
2197,07.05.2025 12:48:23,WhatsApp,Cita agendada,87,13,Neuropsicologia,60,4,240
2198,07.05.2025 12:30:13,Instagram,Informacion,11,20,Psicologia clinica,35,4,140
2199,07.05.2025 12:02:43,Facebook,Informacion,36,14,Neuropsicologia,60,1,60
2200,07.05.2025 11:06:26,WhatsApp,Cita agendada,60,5,Psicoeducacion,30,3,90
2201,07.05.2025 11:01:56,WhatsApp,Cita agendada,57,25,Neuropsicologia,60,2,120
2202,07.05.2025 10:20:57,WhatsApp,Cita agendada,49,5,Psicologia clinica,35,5,175
2203,07.05.2025 10:12:01,Web,Informacion,51,10,Psicoeducacion,30,2,60
2204,07.05.2025 09:42:10,WhatsApp,Cita agendada,62,10,Psicoeducacion,30,1,30
2205,07.05.2025 09:38:51,WhatsApp,Cita agendada,10,30,Psicologia clinica,35,1,35
2206,06.05.2025 19:16:50,Web,Informacion,68,2,Psicologia clinica,35,4,140
2207,06.05.2025 18:41:05,WhatsApp,Cita agendada,79,10,Psicologia clinica,35,5,175
2208,06.05.2025 16:39:08,WhatsApp,Cita agendada,61,6,Neuropsicologia,60,1,60
2209,06.05.2025 13:13:27,WhatsApp,Cita agendada,31,30,Neuropsicologia,60,5,300
2210,06.05.2025 10:40:17,Facebook,Informacion,65,19,Psicoeducacion,30,5,150
2211,06.05.2025 09:24:12,WhatsApp,Cita agendada,50,5,Psicoeducacion,30,5,150
2212,05.05.2025 20:12:06,WhatsApp,Cita agendada,5,21,Psicologia clinica,35,2,70
2213,05.05.2025 19:11:23,WhatsApp,Informacion,96,26,Psicopedagogia,80,1,80
2214,05.05.2025 19:08:17,Web,Informacion,16,3,Psicoeducacion,30,4,120
2215,05.05.2025 18:40:54,WhatsApp,Cita agendada,56,24,Psicoeducacion,30,2,60
2216,05.05.2025 18:07:27,WhatsApp,Cita agendada,72,21,Psicoeducacion,30,3,90
2217,05.05.2025 18:07:12,WhatsApp,Cita agendada,90,6,Psicologia clinica,35,2,70
2218,05.05.2025 17:16:14,WhatsApp,Informacion,25,1,Psicoeducacion,30,5,150
2219,05.05.2025 17:11:27,Facebook,Informacion,55,25,Psicologia clinica,35,3,105
2220,05.05.2025 16:35:06,WhatsApp,Cita agendada,34,17,Neuropsicologia,60,2,120
2221,05.05.2025 15:50:12,WhatsApp,Cita agendada,82,22,Psicoeducacion,30,5,150
2222,05.05.2025 14:40:15,WhatsApp,Cita agendada,81,22,Neuropsicologia,60,5,300
2223,05.05.2025 14:02:27,WhatsApp,Cita agendada,28,29,Neuropsicologia,60,3,180
2224,05.05.2025 13:42:15,Facebook,Informacion,43,23,Psicoeducacion,30,2,60
2225,05.05.2025 13:11:46,Web,Informacion,44,18,Psicoeducacion,30,4,120
2226,05.05.2025 13:02:25,Web,Informacion,73,20,Psicoeducacion,30,1,30
2227,05.05.2025 12:27:02,WhatsApp,Cita agendada,86,8,Psicoeducacion,30,2,60
2228,05.05.2025 11:15:16,WhatsApp,Cita agendada,17,16,Psicoeducacion,30,2,60
2229,05.05.2025 10:51:35,WhatsApp,Cita agendada,67,11,Psicologia clinica,35,2,70
2230,05.05.2025 10:48:02,WhatsApp,Informacion,52,2,Psicoeducacion,30,2,60
2231,05.05.2025 10:42:46,WhatsApp,Cita agendada,18,14,Neuropsicologia,60,2,120
2232,05.05.2025 10:31:45,WhatsApp,Cita agendada,8,13,Psicoeducacion,30,3,90
2233,05.05.2025 10:16:05,Web,Informacion,12,7,Psicoeducacion,30,5,150
2234,05.05.2025 09:15:41,WhatsApp,Informacion,91,3,Psicoeducacion,30,3,90
2235,05.05.2025 07:38:23,WhatsApp,Informacion,44,2,Psicologia clinica,35,5,175
2236,05.05.2025 07:04:07,WhatsApp,Informacion,91,2,Psicologia clinica,35,5,175
2237,04.05.2025 23:49:09,WhatsApp,Informacion,58,2,Psicologia clinica,35,4,140
2238,04.05.2025 21:03:19,WhatsApp,Informacion,83,2,Psicologia clinica,35,2,70
2239,04.05.2025 01:23:01,WhatsApp,Informacion,76,28,Psicopedagogia,80,5,400
2240,03.05.2025 16:11:10,WhatsApp,Informacion,96,14,Psicologia clinica,35,1,35
2241,03.05.2025 15:55:12,Web,Informacion,39,21,Neuropsicologia,60,3,180
2242,03.05.2025 09:12:37,WhatsApp,Informacion,37,1,Psicologia clinica,35,4,140
2243,02.05.2025 18:47:44,WhatsApp,Cita agendada,54,18,Psicoeducacion,30,5,150
2244,02.05.2025 18:05:27,WhatsApp,Cita agendada,44,11,Psicologia clinica,35,4,140
2245,02.05.2025 17:59:54,WhatsApp,Informacion,12,1,Psicoeducacion,30,2,60
2246,02.05.2025 16:52:04,WhatsApp,Cita agendada,71,5,Psicologia clinica,35,1,35
2247,02.05.2025 16:07:56,WhatsApp,Informacion,34,2,Psicoeducacion,30,5,150
2248,02.05.2025 15:55:12,WhatsApp,Cita agendada,15,24,Psicoeducacion,30,5,150
2249,02.05.2025 14:47:20,WhatsApp,Cita agendada,7,7,Psicoeducacion,30,4,120
2250,02.05.2025 12:19:44,Web,Informacion,32,12,Psicoeducacion,30,4,120
2251,02.05.2025 12:13:43,WhatsApp,Informacion,95,23,Psicologia clinica,35,2,70
2252,02.05.2025 12:01:23,WhatsApp,Cita agendada,23,27,Neuropsicologia,60,2,120
2253,02.05.2025 11:24:07,WhatsApp,Cita agendada,79,23,Neuropsicologia,60,2,120
2254,02.05.2025 10:41:08,WhatsApp,Cita agendada,50,21,Psicoeducacion,30,1,30
2255,02.05.2025 10:23:16,Facebook,Informacion,60,7,Psicologia clinica,35,4,140
2256,02.05.2025 10:17:38,WhatsApp,Informacion,91,24,Psicoeducacion,30,2,60
2257,02.05.2025 09:48:26,Web,Informacion,72,11,Psicologia clinica,35,5,175
2258,02.05.2025 09:33:42,WhatsApp,Cita agendada,79,18,Neuropsicologia,60,4,240
2259,02.05.2025 09:10:12,WhatsApp,Cita agendada,71,24,Psicoeducacion,30,2,60
2260,01.05.2025 20:43:40,WhatsApp,Cita agendada,37,27,Psicoeducacion,30,1,30
2261,01.05.2025 10:26:58,WhatsApp,Cita agendada,8,13,Psicoeducacion,30,2,60
2262,01.05.2025 08:38:54,WhatsApp,Cita agendada,40,20,Psicologia clinica,35,5,175
2263,01.05.2025 00:03:27,WhatsApp,Informacion,91,13,Psicoeducacion,30,5,150
2264,30.04.2025 19:55:06,Web,Informacion,23,15,Psicoeducacion,30,3,90
2265,30.04.2025 18:24:51,Instagram,Informacion,8,28,Neuropsicologia,60,4,240
2266,30.04.2025 17:42:35,WhatsApp,Cita agendada,14,9,Psicoeducacion,30,5,150
2267,30.04.2025 16:51:54,WhatsApp,Cita agendada,23,22,Psicoeducacion,30,4,120
2268,30.04.2025 16:18:37,WhatsApp,Cita agendada,21,24,Neuropsicologia,60,5,300
2269,30.04.2025 15:51:43,WhatsApp,Cita agendada,19,7,Neuropsicologia,60,1,60
2270,30.04.2025 11:11:04,Facebook,Informacion,47,10,Neuropsicologia,60,5,300
2271,30.04.2025 10:29:20,WhatsApp,Cita agendada,26,24,Neuropsicologia,60,5,300
2272,30.04.2025 10:04:49,WhatsApp,Cita agendada,8,7,Psicoeducacion,30,4,120
2273,29.04.2025 17:51:01,Web,Informacion,57,15,Psicoeducacion,30,1,30
2274,29.04.2025 15:43:29,Facebook,Informacion,87,20,Psicologia clinica,35,2,70
2275,29.04.2025 14:56:56,WhatsApp,Informacion,95,15,Psicoeducacion,30,4,120
2276,29.04.2025 12:52:32,WhatsApp,Cita agendada,72,24,Neuropsicologia,60,3,180
2277,29.04.2025 12:43:54,WhatsApp,Cita agendada,5,23,Psicoeducacion,30,5,150
2278,29.04.2025 11:40:18,WhatsApp,Informacion,99,10,Psicoeducacion,30,5,150
2279,29.04.2025 10:05:28,Facebook,Informacion,99,6,Psicoeducacion,30,2,60
2280,28.04.2025 17:38:47,WhatsApp,Cita agendada,9,17,Psicoeducacion,30,4,120
2281,28.04.2025 16:52:20,Web,Informacion,56,25,Neuropsicologia,60,1,60
2282,28.04.2025 16:30:46,WhatsApp,Cita agendada,52,29,Psicoeducacion,30,3,90
2283,28.04.2025 16:16:22,WhatsApp,Cita agendada,26,27,Psicoeducacion,30,4,120
2284,28.04.2025 14:43:55,WhatsApp,Cita agendada,44,7,Psicoeducacion,30,1,30
2285,28.04.2025 14:40:57,WhatsApp,Cita agendada,75,29,Neuropsicologia,60,2,120
2286,28.04.2025 14:01:04,WhatsApp,Cita agendada,18,11,Neuropsicologia,60,4,240
2287,28.04.2025 11:16:09,WhatsApp,Cita agendada,58,9,Psicoeducacion,30,1,30
2288,27.04.2025 21:41:45,WhatsApp,Cita agendada,19,21,Psicoeducacion,30,3,90
2289,27.04.2025 13:31:30,WhatsApp,Informacion,98,25,Neuropsicologia,60,1,60
2290,26.04.2025 17:01:02,WhatsApp,Cita agendada,46,19,Psicologia clinica,35,4,140
2291,26.04.2025 13:52:30,Facebook,Informacion,26,8,Neuropsicologia,60,1,60
2292,26.04.2025 11:16:48,Web,Informacion,35,15,Psicoeducacion,30,1,30
2293,26.04.2025 10:28:26,WhatsApp,Cita agendada,58,30,Neuropsicologia,60,3,180
2294,26.04.2025 09:17:17,Instagram,Informacion,27,14,Psicoeducacion,30,2,60
2295,26.04.2025 07:44:20,WhatsApp,Informacion,55,1,Psicoeducacion,30,3,90
2296,25.04.2025 19:33:40,WhatsApp,Cita agendada,58,26,Psicoeducacion,30,4,120
2297,25.04.2025 18:29:49,WhatsApp,Cita agendada,22,12,Psicoeducacion,30,2,60
2298,25.04.2025 15:54:31,WhatsApp,Cita agendada,75,30,Psicoeducacion,30,5,150
2299,25.04.2025 14:41:20,WhatsApp,Cita agendada,72,11,Psicologia clinica,35,2,70
2300,25.04.2025 14:38:16,Web,Informacion,7,18,Psicoeducacion,30,5,150
2301,25.04.2025 12:05:12,Instagram,Informacion,68,4,Psicoeducacion,30,1,30
2302,25.04.2025 10:43:06,WhatsApp,Informacion,93,1,Neuropsicologia,60,5,300
2303,25.04.2025 10:10:17,Web,Informacion,14,10,Neuropsicologia,60,5,300
2304,25.04.2025 10:08:36,WhatsApp,Cita agendada,88,13,Psicoeducacion,30,4,120
2305,25.04.2025 08:13:24,Facebook,Informacion,47,18,Psicoeducacion,30,1,30
2306,25.04.2025 05:50:02,WhatsApp,Cita agendada,48,19,Psicoeducacion,30,1,30
2307,24.04.2025 17:01:05,Facebook,Informacion,75,16,Psicoeducacion,30,2,60
2308,24.04.2025 15:34:49,WhatsApp,Cita agendada,42,9,Psicoeducacion,30,1,30
2309,24.04.2025 12:42:33,WhatsApp,Cita agendada,67,15,Psicoeducacion,30,1,30
2310,24.04.2025 11:41:32,WhatsApp,Informacion,93,15,Neuropsicologia,60,2,120
2311,24.04.2025 11:34:51,WhatsApp,Cita agendada,82,19,Psicoeducacion,30,3,90
2312,24.04.2025 10:34:57,WhatsApp,Cita agendada,71,11,Psicoeducacion,30,2,60
2313,24.04.2025 09:46:19,WhatsApp,Cita agendada,16,4,Psicoeducacion,30,1,30
2314,23.04.2025 22:26:45,WhatsApp,Cita agendada,17,4,Psicoeducacion,30,5,150
2315,23.04.2025 19:45:12,WhatsApp,Informacion,93,12,Psicoeducacion,30,4,120
2316,23.04.2025 19:43:10,Web,Informacion,13,11,Psicoeducacion,30,4,120
2317,23.04.2025 17:15:09,WhatsApp,Cita agendada,19,10,Psicoeducacion,30,4,120
2318,23.04.2025 16:55:20,Web,Informacion,38,22,Psicoeducacion,30,4,120
2319,23.04.2025 12:07:32,WhatsApp,Cita agendada,76,29,Psicologia clinica,35,1,35
2320,23.04.2025 11:46:00,WhatsApp,Cita agendada,68,10,Psicoeducacion,30,4,120
2321,23.04.2025 10:36:56,WhatsApp,Cita agendada,9,10,Neuropsicologia,60,3,180
2322,23.04.2025 10:26:24,WhatsApp,Cita agendada,84,26,Psicoeducacion,30,4,120
2323,23.04.2025 09:35:05,WhatsApp,Cita agendada,67,11,Psicoeducacion,30,2,60
2324,23.04.2025 09:58:22,WhatsApp,Cita agendada,43,6,Psicoeducacion,30,1,30
2325,23.04.2025 09:44:14,Facebook,Informacion,90,10,Psicopedagogia,80,4,320
2326,22.04.2025 22:53:18,WhatsApp,Cita agendada,10,8,Neuropsicologia,60,2,120
2327,22.04.2025 18:37:24,WhatsApp,Informacion,25,2,Psicoeducacion,30,1,30
2328,22.04.2025 18:22:00,WhatsApp,Cita agendada,23,5,Neuropsicologia,60,3,180
2329,22.04.2025 18:19:46,WhatsApp,Cita agendada,55,6,Psicoeducacion,30,3,90
2330,22.04.2025 18:16:13,WhatsApp,Cita agendada,62,26,Psicoeducacion,30,5,150
2331,22.04.2025 18:12:18,WhatsApp,Cita agendada,58,4,Psicologia clinica,35,5,175
2332,22.04.2025 16:13:59,WhatsApp,Cita agendada,53,13,Psicoeducacion,30,2,60
2333,22.04.2025 14:52:57,WhatsApp,Cita agendada,44,13,Psicoeducacion,30,4,120
2334,22.04.2025 12:57:36,Web,Informacion,38,28,Neuropsicologia,60,2,120
2335,22.04.2025 11:16:34,WhatsApp,Cita agendada,31,23,Psicologia clinica,35,1,35
2336,22.04.2025 09:54:06,WhatsApp,Informacion,97,27,Psicoeducacion,30,1,30
2337,22.04.2025 07:04:00,WhatsApp,Cita agendada,80,24,Neuropsicologia,60,1,60
2338,21.04.2025 23:18:32,WhatsApp,Cita agendada,39,18,Psicologia clinica,35,3,105
2339,21.04.2025 16:24:28,WhatsApp,Cita agendada,27,13,Psicoeducacion,30,2,60
2340,21.04.2025 15:36:05,WhatsApp,Cita agendada,33,19,Psicoeducacion,30,3,90
2341,21.04.2025 15:25:30,Web,Informacion,51,13,Psicologia clinica,35,4,140
